선불식할부거래사업자정보																																					
																																					
회사정보													판매품목(현재 시판중인 주요 3개 품목)						재무현황												선수금현황						
상호	대표자성명	선불식할부거래업등록번호	선불식할부거래할부거래등록일	법인등록번호	사업자등록번호	법인 소재지	영업소 소재지	전화번호	전자우편주소	영업상태	영업개시일	등록취소 및 폐업일자	상품명1	가격 및 지급방법1	상품명2	가격 및 지급방법2	상품명3	가격 및 지급방법3	자산(원)			부채(원)			자본총계	자본금	지급여력비율(%)		부채비율(%)		총선수금(원)	보전비율(%)	선수금보전 계약				
[폐업]선경문화산업(주)	이 *  * 	대구-2011-제23호	20110310	1701110154550	503-81-42454	대구 중구 동인동4가  490-2번지	대구 중구 동인동4가  490-2번지	053-426-8200	lee*****@naver.com	폐업		20130428	240만	240만원(월20,000*120회),오동4.5cm,삼베,명주,영구차 행사지역 50%	300만	300만원(월25,000*120회),삼베,명주(특),영구차,캐딜락200km무료(1개선택)	360만	360만원(월30,000*120회),적송4.5cm,삼베,홀치기,영구차,캐딜락 200km무료	189,227,037	1,380,253,249	1,569,480,286	3,376,784,422	0	3,376,784,422	-1,807,304,136	300,000,000		100	215	100	1,041,909,000	25	신한은행	예치계약	260,719,000		
[폐업](주)로얄라이프	양 *  * 	강원-2호(폐업 2013.5.13)	20110302	1401110027430	221-81-25010	강원도 춘천시 동내면 영서로 1776	강원도 춘천시 동내면 영서로 1776	1544-7563	sh8***@naver.com	폐업		20130513	보급형	240만원(2만원x120회) 수의(고급삼베,중국산) 관(오동나무,중국산) 리무진(200km무료제공)	고급형	360만원(3만원x120회) 수의(고급삼베,중국산) 관(오동나무,중국산) 리무진(200km무료제공) 등			1,138,336,835	168,844,548	1,307,181,383	13,693,311	1,140,000,280	1,153,693,591	153,487,792	300,000,000		100	88	100	1,013,155,300	30	한국상조공제조합	공제계약	303,946,590		
(주)우정라이프[구.㈜롯데금융상조]	박 *  * 	경기(2)-2011-제02호	20110316	2802110101803	127-86-26099	경기도 의정부시 시민로 31	경기도 의정부시 시민로 31	02-1544-3144	uj2*****@naver.com	정상영업	20100901		통합468	468만원(30,000*156회) 수의(대마100%), 관(오동나무규격품),리무진승용차,버스 각 왕복 300km 지원(1대사용시 전국무료),상복(남:직계상주7벌(y셔츠, 넥타이포함),여:직계상주10벌), 긴급운구차량(30km이내, 콜센터 접수시),의전관리사 5명(10시간), 꽃제단,헌화꽃40송이	웨딩468	468만원(30,000*156회)  웨딩드레스3벌,턱시도2벌,실내,야외촬영, 헤어, 메이크업, 앨범,액자, 청첩장 300장외 폐백의상및음식	크루즈468	468만원(30,000*156회) 국제선항공료, 공항세, 관광진흥개발기금, 여행자보험, 전쟁보험료, 여행지호텔(필요시), 여행지식사, 차량비, 가이드/기사팁/크루즈내식사, 부대시설 및 프로그램 이용, 기항지 관광비용, 웰컴파티	3,399,902,221	13,681,601,053	17,081,503,274	34,767,932,041	759,871,388	35,527,803,429	-18,446,300,155	2,000,000,000	46	100	208	100	34,866,674,500	50	상조보증공제조합	공제계약	17,433,337,250	상조보증공제조합	1600-1226
[폐업]한국상조업협동(주)	김 *  * 	대전-선불식할부거래업-2	20101004	1601110283476	305-86-06053	대전 중구 대사동 248-301 청운빌딩7층	상동	1544-0955	ksj*****@naver.com	폐업	20100730	20140215	390	390만원(3만원X130회)황실대마수의,오동나무관,리무진,버스(왕복 300Km)	480	480만원(4만원X120회)황실대마수의,오동나무관 2단,리무진,버스 (왕복 500Km)	720	720만원(6만원X120회)명품대마자수수의,향나무관,리무진,버스(전국 무료)	4,139,168,159	1,049,495,968	5,188,664,127	403,349,983	4,799,628,160	5,202,978,143	-14,314,016	500,000,000	100	100	100	100	7,394,990,900	40	한국상조공제조합	공제계약	2,957,996,360		
[직권말소]모던종합상조(주)[(주)프리드라이프로 흡수합병]	김 *  * 	대전-선불식할부거래업-10	20110105	1601110177786	305-81-70638	대전광역시 동구 동대전로 200	대전광역시 동구 동대전로 200	1644-1766	hel*@md1766.com	폐업	20040811	20220105	모던가족	294만원(월19,600원*150회)수의(대마,중국산),관(오동나무,중국산),리무진(관내무료 제공 등)	모던명품	399만원(월30,000원*133회)수의(대마,중국산),관(오동나무,중국산),리무진(300Km이내 무료 제공 등)	모던골드	495만원(월49,500원*100회)수의(대마,중국산),관(오동나무,중국산),리무진(전국무료 제공 등)	1,000,264,319	24,898,877,694	25,899,142,013	283,318,624	28,451,754,840	28,735,073,464	-2,835,931,451	1,500,000,000	89	100	111	100	25,596,261,725	50	한국상조공제조합	공제계약	12,798,130,863	한국상조공제조합	1688-0972
[등록취소]동아상조(주)	전 *  * 	울산-2010-4호	20101029	2301110064772	610-81-41374	울산 남구 번영로 176 (달동, 동아빌딩)	상동	052-267-7003	ima****@dongasj.co.kr	등록취소	20000501		동아 180	15,000원 X 120회 전 단 참 조	동아 360	30,000원 X 120회 전 단 참 조	동아 540	45,000원 X 120회 전 단 참 조	1,093,970,996	29,037,213,342	30,131,184,338	5,889,028,074	44,534,334,002	50,423,362,076	-20,292,177,738	900,000,000	52	100	167	100	45,153,995,600	50	한국상조공제조합	공제계약	22,576,997,800	한국상조공제조합	1688-0972
[등록취소](주)롯데라이프	김 *  * 	제 2010-6호	20101101	2111110021783	401-81-30536	전주시 완산구 현무3길 91(서노송동 보광빌딩3층)	전주시 완산구 현무3길 91(서노송동 보광빌딩3층)	1588-4463	cs*@lotte-life.com	등록취소			골드360만	3만*132회 수의(황실수의),관(오동나무),리무진(400km)	스페셜480만	4만*120회 수의(황실수의),관(오동나무),리무진(전국무료)	프리미엄600만	5만*120회 수의(수직대마100%),관(오동나무),리무진(전국무료)	1,117,603,369	263,668,801	1,381,272,170	1,266,985,515	0	1,266,985,515	114,286,655	300,000,000		100	92	100	1,635,744,000	7	우리은행	예치계약	121,265,630		
[직권말소]㈜미래상조119	최 *  * 	경북-2014-제13호	20110314	1701110134859	501-81-22637	경상북도 안동시 평화윗길 80	좌 동	053-426-1951	lov*******@daum.net	폐업	19980521	20190408	120만원상품	(2만원x60회) 수의(명주),관(오동나무),장의차보조금(15만원) 등	180만원상품	(3만원x60회) 수의(명주상),관(오동2치),장의차보조금(20만원) 등	240만원상품	(4만원x60회) 수의(명주특상),관(오동특2치),장의차보조금(30만원) 등	389,598,835	58,604,778	448,203,613	278,295,908	0	278,295,908	169,907,705	300,000,000	173	100	62	100	427,416,000	46	우리은행	예치계약	197,552,000	우리은행(명덕지점)	053-623-4811
[등록취소](주)보훈라이프[구.(주)아이원,(주)보훈라이프,한일토탈상조(주) ]	김 *  * 	부산-2010-12호	20101027	1801110053768	604-81-23686	부산광역시 동구 중앙대로 289	상동	051-466-3111	don***@hanmail.net	등록취소	19840630		일반형 240만원	240만원(\20,000 * 120회)  수의(인견, 삼베, 중국산), 관(오동나무, 중국산), 리무진(10만원 지원)	일반형 360만원	360만원(\30,000 * 120회)  수의(본견, 삼베, 중국산), 관(오동나무,중국산), 리무진,버스 (왕복200km이내 무료지원)	일반형 480만원	480만원(\40,000 * 120회) 수의(대마,중국산), 관(오동나무,중국산) 리무진,버스 (왕복300km이내 무료지원)	135,876,220	2,475,971,152	2,611,847,372	821,417,522	1,784,831,403	2,606,248,925	5,598,447	1,500,000,000	100	100	100	100	4,005,793,000	50	한국상조공제조합	공제계약	2,002,896,500	한국상조공제조합	1688-0972
[폐업]삼성플러스상조㈜[(주)한효라이프로 합병]	정 *  * 	경남 2011-제21호	20110322	1901110062030	608-81-64660	경상남도 창원시 마산회원구 북성로 118	상 동	055-255-7355	plu******@hanmail.net	폐업	20061026	20161104	275상품	275만원(27,500원X100회) 관(오동 1.0), 수의(저마100%기계직), 차량-1)한국형리무진 선택시 전국제공, 2) 캐딜락리무진 선택시 관내제공, 3)장의버스 관내제공((1)~(3) 중 택1) 등	350상품	350만원(35,000원X100회) 관(오동 1.5), 수의(대마100%기계직), 차량(캐딜락리무진+버스(관내왕복100km 제공)) 등			3,093,262	175,434,000	178,527,262	140,372,077	835,433,771	975,805,848	-797,278,586	300,000,000	-10	100	547	100	670,805,500	50	상조보증공제조합	공제계약	335,402,750	상조보증공제조합	1600-1226
[폐업]무지개라이프(주)[구, 세아상조(주)]	나 *  * 	2018-강원-제001호	20110315	1101113997397	106-86-61634	강원도 원주시 단구초교길 11	강원도 원주시 단구초교길 11	02-558-0291	muj********@nate.com	폐업	20081111	20200513	무지개396A	396만원(3만원x132회) 수의(저마,대마, 중국산), 관(오동나무,말레이시아산),리무진(왕복300km이내 무료)	무지개396B	396만원(6만원x66회) 수의(저마,대마, 중국산), 관(오동나무,말레이시아산),리무진(왕복300km이내 무료)	웨딩396	리허설촬용(드레스 턱시도, 헤어, 메이크업 외), 본식(청첩장, 영상, 폐백 외)	3,154,841	169,614,967	172,769,808	32,138,200	321,880,500	354,018,700	-181,248,892	1,500,000,000	30	100	205	100	192,325,000	60	우리은행	예치계약	116,088,500	우리은행(한강로지점)	02-794-0271
[직권말소]㈜국방라이프[구,(주)으뜸상조]	최 *  * 	서울-2014-제146호	20110330	1101113562877	119-81-93855	서울특별시 용산구 한강대로62나길 17	서울특별시 용산구 한강대로62나길 17	02-790-9875	guk****@naver.com	폐업	20061127	20181207	360상품	360만원(3만원*120회) 장례용품(오동관, 대마수의), 도우미3명, 장의버스 및 리무진 왕복 200km이내 무료제공 등	480상품	480만원(4만원*120회) 장례용품(오동관, 대마수의), 도우미5명, 장의버스 및 리무진 왕복 400km이내 무료제공 등	600상품	600만원(5만원*120회) 장례용품(오동관, 대마수의), 도우미7명, 장의버스 및 리무진 전국 무료제공 등	899,464,309	59,855,800	959,320,109	968,597,313	614,985,187	1,583,582,500	-624,262,391	300,000,000	-20	100	165	100	706,051,000	23	우리은행	예치계약	164,392,500		
[폐업](주)성원상조	조 *  * 	부산-2010-11호	20101213	1801110479154	606-81-85693	부산시 부산진구 전포대로 229-1,4층(전포동, 상봉빌딩)	부산시 부산진구 전포대로 229-1,4층(전포동, 상봉빌딩)	1577-2811	nos****@naver.com	폐업		20130428	일반형	월2만*120회(수의(저마,중국산),관(오동나무,중국산),리무진/버스 택일(왕복200km무료))	골드형	월3만*120회(수의(대마,중국산),관(오동나무,중국산),리무진/버스 (왕복200km무료))	VIP형	월10만*120회(수의(삼베,중국산),관(향나무,캐나다산),리무진/버스 (전국무료))	523,333,587	461,546,225	984,879,812	4,090,208,746	0	4,090,208,746	-3,105,328,934	300,000,000		100	415	100	4,532,748,000	31	신한은행	예치계약	1,405,151,880		
[직권말소]매방상조(주)[보람상조애니콜(주)로 흡수합병]	조 *  * 	서울-2011-제70호	20110121	1101112953936	215-86-53189	서울특별시 서초구 마방로10길 25	서울특별시 서초구 마방로10길 25	1644-0103	mai*******@naver.com	폐업	20090501	20190522	표준형	390만원(월3만원*130회),용역, 장의차량(200km) 관(오동나무,중국산)	고급형	490만원(월3.5만원*140회),용역, 장의차량(400km) 관(오동나무,중국산)	명품형	780만원(월6만원*130회),용역, 장의차량(5인승+버스 전국무료) 관(향나무,중국산)	22,519,370	208,955,300	231,474,670	25,776,660	417,865,000	443,641,660	-212,166,990	300,000,000	49	100	192	100	371,804,000	50	우리은행	예치계약	186,107,800	우리은행(가락중앙지점)	02-431-0506
㈜삼우라이프	윤 *  * 	서울-2010-제17호	20101005	1101114373348	220-88-01085	서울특별시 강남구 테헤란로 313	서울특별시 강남구 테헤란로 313	02-568-1226		정상영업	20100617		프리미엄 456	456만원(5년납,10년납,190회납), 수의(대마, 중국), 관(오동나무, 중국외), 리무진(250km)					573,726,744	9,582,727,925	10,156,454,669	14,783,633	12,671,175,539	12,685,959,172	-2,529,504,503	1,500,000,000	79	100	125	100	12,758,677,590	50	신한은행	예치계약	6,379,449,782	신한은행 선릉중앙금융센터	02-558-2013
[직권말소]미래상조(주)	구 * 	서울-2011-제93호	20110317	1101113085788	206-81-93687	서울 강서구 염창동  258-1 동아그린프라자 B 107-1	서울 강서구 염창동  258-1 동아그린프라자 B 107-1	02-3663-7142	sma****@hanmail.net	폐업		20130507	396만원상품	396만원//33000 * 120회	520만원상품	520만원//40000 * 130회	750만원상품	750만원//50000 * 150회	0	0	0	0	0	0	0	300,000,000		100		100	780,382,500	20	우리은행	예치계약	155,734,500		
[직권말소](주)대원효드림	설 *  * 	충북-2010-제1호	20101108	1511110025514	303-81-41933	충청북도 충주시 사직산19길 20	충청북도 충주시 사직산19길 20	010-개인정보	s2g**@hanmail.net	폐업	20050316	20190116	명품의전 360	36,000원*120회 수의, 입관용품, 의전용품, 차량서비스, 제단꽃, 인력서비스	명품의전 180	18,000원*120회 수의, 입관용품, 의전용품, 차량서비스, 제단꽃, 인력서비스			469,529,641	163,322,328	632,851,969	358,627,263	15,589,518	374,216,781	258,635,188	300,000,000	129	100	59	100	894,454,500	40	우리은행	예치계약	358,747,250	우리은행(충주지점)	043-847-2051
(주)대한라이프보증	엄 *  * 	경기-2012-01호	20120618	1101113292911	212-81-72877	경기도 성남시 분당구 대왕판교로 670	경기도 성남시 분당구 대왕판교로 670	1577-2155	dhl*******@naver.com	정상영업	20050825		대한플레티늄	360만원(36,000*100회) *수의: 대마100%(원산지:중국, 제조:대한민국,기계직) *관:오동나무(매장:약45mm, 화장:약30mm), 원산지:중국, 제조:대한민국  *차량:의전리무진(링컨, 지프, 포드, 쉐보레 2013-2021년식) 장의버스(현대, 대우, 기아 2014-2020년식),  전국무료(단, 도서지역 제외) *인력 : 전문장례지도사 2명,  행사도우미 5명(1인 10시간) 등, 전문도우미 추가이용 : 1시간당 10,000원	VIP대한플래티늄	398만원(39,800*100회) *수의: 대마100%(원산지:중국, 제조:대한민국,기계직) *관:오동나무(매장:약45mm, 화장:약30mm), 원산지:중국, 제조:대한민국  *차량:의전리무진(링컨, 지프, 포드, 쉐보레 2013-2021년식) 장의버스(현대, 대우, 기아 2014-2020년식),  전국무료(단, 도서지역 제외) *인력 : 전문장례지도사 2명,  행사도우미 5명(1인 10시간) 등, 전문도우미 추가이용 : 1시간당 10,000원			1,178,769,323	14,251,750,384	15,430,519,707	1,066,560,874	20,438,801,500	21,505,362,374	-6,074,842,667	1,500,000,000	70	100	139	100	20,091,499,900	50	상조보증공제조합	공제계약	10,045,749,950	상조보증공제조합	1600-1226
[직권말소](주)삼성코리아상조[구. (주)미래상조119]	최 *  * 	경북-2018-제14호	20140401	1701110309105	503-81-72263	경상북도 안동시 평화윗길 80	경상북도 안동시 평화윗길 80	053-525-4900	lov*******@daum.net	폐업	20060503	20190408	240만원형	(월16,000x150회),수의(대마,중국산),관(오동나무,중국산),리무진(100km이내 무료제공) 등	375만원형	(월25,000x150회),수의(대마,중국산),관(오동나무,중국산),리무진(200km이내 무료제공) 등	450만원형	(월30,000x150회)수의(대마,중국산),관(오동나무,중국산),리무진(300km이내 무료제공) 등	149,193,556	136,121,980	285,315,536	514,763,052	0	517,763,052	-232,447,516	300,000,000	-32	100	181	100	167,217,095	54	우리은행	예치계약	90,431,150		
[폐업]가람이벤트상조(주)	신 *  * 	울산-2011-17	20110315	2301110098094	610-81-68242	울산 중구 학산동	울산 중구 학산동	051-256-5167	jks****@naver.com	폐업	20030903	20140312	240만원	월16,000x150회,수의(대마,국내산),관(오동나무,중국산),리무진(택일왕복100km) 등	375만원	월25,000x150회,수의(대마,국내산),관(오동나무,중국산),리무진(택일왕복200km) 등	450만원	월30,000x150회,수의(대마,국내산),관(오동나무,중국산),리무진(택일왕복300km 등	93,507,558	142,865,500	236,373,058	569,277,701	15,000,000	584,277,701	-347,904,643	300,000,000	-47	100	247	100	167,029,650	40	우리은행	예치계약	66,803,600	우리은행(명덕지점)	053-623-4811
[폐업]삼성드림이벤트(주)	김 *  * 	대구-2010-제2호	20101013	1701110118738	501-81-21263	대구시 달서구 두류2동101-4번지 세명빌딩3층	상동	1688-4286	jks****@naver.com	폐업	19970401	20140518	240만	240만원(30,000x80회) 수의(대마,국내산) 관(오동나무,중국산) 리무진(택일왕복100km)등	375만	375만원(30,000x100회) 수의(대마,국내산) 관(오동나무,중국산) 리무진(왕복200km)등	450만	450만원(30,000x120회) 수의(대마,국내산) 관(오동나무,중국산) 리무진(왕복300km)등	438,643,390	535,882,477	974,525,867	169,126,111	2,810,511,000	2,979,637,111	-2,005,111,244	300,000,000	27	100	306	100	2,482,605,000	40	한국상조공제조합	공제계약	993,042,000		
[등록취소]이희정웨딩이벤트㈜	한 *  * 	서울-2013-제131호	20130830	2149110028714	403-81-50144	서울특별시 마포구 독막로 320	서울특별시 마포구 독막로 320		mir********@naver.com	등록취소	20060519								604,429,084	61,000,000	665,429,084	500,047,014	86,932,208	586,979,222	78,449,862	300,000,000	514	100	88	100	18,958,000	58	우리은행	예치계약	10,967,000		
[폐업](주)라이프금호종합상조	정 *  * 	광주-2010-제1호	20101006	2001110272305	410-86-26157	광주광역시 서구 쌍촌로 67	상 동	062-375-9592	hil******@hanmail.net	폐업	20090216	20170429	알뜰형	250만원(30,000x83회) 수의(대마, 국내산), 관(오동나무, 중국산), 장의차량(무료제공), 도우미2명 10시간, 양복4벌 등	고급형	300만원(30,000x100회) 수의(대마, 국내산), 관(오동나무, 중국산), 장의차량(무료제공), 도우미3명 10시간, 양복5벌 등	골드형	360만원(30,000x120회) 수의(대마, 국내산), 관(오동나무, 중국산), 장의차량, 리무진(무료제공), 도우미 4명 10시간, 양복직계상주무료등	350,848,813	35,000,000	385,848,813	486,079,373	0	486,079,373	-100,230,560	300,000,000	100	100	126	100	428,145,255	56	신한은행	예치계약	240,695,455	신한은행(광주금호지점)	1577-8000
[등록취소]이희정웨딩(주)	송 *  * 	서울-2011-제85호	20110315	1101113650648	212-81-79109	서울특별시 마포구 독막로 320	서울특별시 마포구 독막로 320	1588-7432	kil*****@lycos.co.kr	등록취소	20070402								2,689,383,223	122,260,948	2,811,644,171	4,246,412,816	0	4,246,412,816	-1,434,768,645	300,000,000	13	100	151	100	1,652,855,000	11	신한은행	예치계약	182,647,698		
[직권말소]금강문화허브(주) [구,금강상조(주)][(주)프리드라이프로 흡수합병]	김 *  * 	서울-2010-제12호	20101001	2301110086487	610-81-58953	서울특별시 중구 세종대로 73	서울특별시 중구 세종대로 73	1544-4945	ta*@ikumkang.com	폐업	20020601	20210203	행복더하기450	월10,000원*450회, 450만원 장례 전문도우미4명,오동나무 고급관,특 삼베수의(대마100%),제단꽃<금강1호>,헌화꽃50송이,최고급 리무진 왕복300km,버스 왕복300km,상복(현대식)남6벌/여6벌(대여)	행복더하기670	월67,000원*100회, 670만원 장례 전문도우미6명,솔송나무 고급관,특 삼베수의(대마100%),제단꽃<금강2호>,헌화꽃50송이,생화영정바구니2개,최고급 리무진 왕복400km,버스 왕복400km,상복(현대식)남6벌/여6벌(대여)	행복더하기840	월84,000원*100회, 840만원 장례 전문도우미8명,향나무 고급관,특 삼베수의(대마100%),제단꽃<금강3호>,헌화꽃100송이,생화영정바구니2개,,최고급 리무진 전국무료,장의버스 전국무료,상복(현대식)남6벌/여6벌(대여)	23,018,283,267	26,804,872,619	49,823,155,886	88,601,624	65,908,033,663	65,996,635,287	-16,173,479,401	1,500,000,000	75	100	132	100	65,312,287,400	50	한국상조공제조합	공제계약	32,656,143,700	한국상조공제조합	1688-0972
[직권말소](주)우리이벤트	김 *  * 	직권말소됨(13.05.15)	20110322	1512110012759	304-81-14860	대전 동구 용전동  25∼42	대전 동구 용전동  25∼42	042-585-2533	we*@unionlife.net	폐업		20130515							800,195,525	340,433,819	1,140,629,344	1,621,446,139	0	1,621,446,139	-480,816,795	300,000,000		100	142	100	369,835,930	5	신한은행	예치계약	17,864,294		
[직권말소](주)우리상조이벤트	김 *  * 	충북-2011-6호	20110317	1501110080478	301-81-75835	충북 제천시 중앙로2가  69-15,1층	충북 제천시 중앙로2가  69-15,1층	043-646-2520	we*@unionlife.net	폐업		20131104							301,353,440	467,922,486	769,275,926	1,805,056,944	0	1,805,056,944	-1,035,781,018	300,000,000		100	235	100	166,873,500	3	신한은행	예치계약	4,698,963		
[등록말소]㈜은혜상조(에이플러스라이프로 흡수합병)	안 * 	전북-제2011-제4호	20110323	1101114368141	212-81-90972	전라북도 익산시 무왕로 895	상동	1544-6006	anh******@hanmail.net	폐업	20100616	20170228	은혜550	550만원(월5.5만원*100회), 수의(대마, 중국산), 관(소나무,중국산), 장의버스(전국무료), 리무진(전국무료, 화장인경우 화장장까지 운행) 등	은혜390	390만원(월3만원*130회), 수의(대마, 중국산), 관(오동나무, 중국산), 장의버스(왕복300km), 리무진(왕복 300km,화장인경우 화자장까지 운행)	은혜320	320만원(월2.5만원*128회), 수의(대마,중국산), 관(오동나무,중국산), 장의버스, 리무진 택1 왕복 300km 무료제공 등	753,616,381	5,250,000	758,866,381	471,305,490	0	471,305,490	287,560,891	300,000,000	161	100	62	100	529,409,000	51	우리은행	예치계약	268,633,349	우리은행(영등동 지점)	063-838-0008
[등록취소]아름다운라이프㈜	김 *  * 	서울-2010-제5호	20100925	2111110022450	401-81-31480	서울특별시 서초구 동작대로 50	상 동	1599-4409	sev****@naver.com	등록취소	20070521		고급형	297만원(3만원x99회) 수의(대마, 국내산), 관(오동나무, 중국산), 앰블런스(관내), 리무진 또는 버스 택일(200km이내)	명품형	399만원(3만원x133회) 수의(대마, 국내산), 관(오동나무, 중국산), 앰블런스(관내), 리무진+버스 전국무료	골드형	498만원(3만원x166회) 수의(대마, 국내산), 관(오동나무, 중국산), 앰블런스(관내), 리무진+버스 전국무료	2,831,902,852	1,900,416,988	4,732,319,840	192,806,768	5,128,550,161	5,321,356,929	-589,037,089	300,000,000	87	100	112	100	4,830,840,000	50	상조보증공제조합	공제계약	2,415,420,000	상조보증공제조합	1600-1226
[폐업]국제상조(주)	김 *  * 	경남2010-제04호	20101018	1901110057833	608-81-60024	경남 창원시 마산회원구 석전2동258-4 신동빌딩3층	상동	1588-8764	fam********@naver.com	폐업	20050707	20131211	240만 상품	240만원(2만원x120회) 수의(대마,국내산) 관(오동나무,중국국내산)	300만 상품	300만원(2.5만원x120회) 수의(대마,국내산) 관(오동나무,중국국내산)	360만 상품	360만원(3만원x120회) 수의(대마,국내산) 관(오동나무,중국국내산)	129,173,757	229,462,236	358,635,993	10,832,690	8,710,151,680	881,984,370	-523,348,377	300,000,000	36	100	246	100	826,325,000	40	한국상조공제조합	공제계약	330,530,000	한국상조공제조합	1688-0972
[등록취소](주)한민족상조	박 * 	서울-2011-제105호	20110519	1101114532671	120-87-64482	서울 강남구 대치동	서울 강남구 대치동	025399009	kci***@kcieng.com	등록취소			상품1	430만원(43,000*100회)	상품2	520만원(52,000*100회)	상품3	650만원(65,000*100회)	0	0	0	0	0	0	0	300,000,000		100		100	0	0	신한은행	예치계약	0		
[폐업]㈜국화원상조	정 *  * 	대구-2011-제28호	20110415	1701110425828	503-81-93180	대구광역시 서구 평리로29길 7	상 동	053-560-7481	kfc*****@hanmail.net	폐업	20110325	20190121	일반형	168만(28,000X60회) 수의(대마, 중국산), 관(오동나무, 중국산), 기타용품, 도우미2명, 장의차 운임(150,000원 지원)	고급형	228만(38,000X60회) 수의(대마, 중국산), 관(오동나무, 중국산),기타용품, 도우미2명, 제단꽃, 장의차운임(200,000원 지원)	최고급형	288만(48,000X60회) 수의(대마, 중국산), 관(적송, 중국산),기타용품, 제단꽃, 도우미3명, 장의차운임(250,000지원)	501,690,663	153,760,000	655,450,663	149,160	273,846,000	273,995,160	381,455,503	300,000,000	239	100	42	100	195,322,000	50	국민은행	예치계약	97,661,000	국민은행(내당동지점)	1588-9999
[등록취소]㈜미래상조119[구, 아산상조종합서비스㈜]	한 *  * 	서울-2010-제48호	20101116	1101113432559	212-81-75364	서울시 강남구 선릉로 718, 3층 2호	좌동	1588-4509	ast***@hanmail.net	등록취소	20060404		240상품:VIP	240만원(20,000*120회) 수의(대마100%(원산지:중국), 기계직, 제조:국내/장의차량 대여 등	300상품:VIP	300만원(30,000*100회) 수의(대마100%(원산지:중국), 기계직, 제조:국내/장의차량 대여 등	360상품:VIP GOLD	360만원(30,000*120회) 수의(대마100%(원산지:중국), 기계직, 제조:국내/장의차량 대여 등	6,770,299,792	1,025,936,677	7,796,236,469	8,760,312,577	0	8,760,312,577	-964,076,108	300,000,000	90	100	112	100	10,262,356,000	50	상조보증공제조합	공제계약	5,131,178,000	상조보증공제조합	1600-1226
[폐업]유한상조㈜	손 *  * 	대전-선불식할부거래업-5	20101119	1601110217376	314-81-86866	대전 서구 둔산서로 15 (둔산동, 새천년빌딩 904호)	대전 서구 둔산서로 15 (둔산동, 새천년빌딩 904호)	1544-5779	ste***@nate.com	폐업	20070108	20141231	360만상품	360만원(3만원*120회) 수의(대마/명주,국내산), 관(오동나무,중국) 리무진(관내제공, 추가시 1km 1,800원~2,200원 발생)	540만상품	540만원(4만5천*120회) 수의(대마/명주,국내산), 관(오동나무,중국) 리무진(전국무료제공) 등			2,629,829,185	1,804,796,285	4,434,625,470	172,495,519	5,102,857,202	5,275,352,721	-840,727,251	300,000,000	80	100	119	100	4,254,620,425	50	상조보증공제조합	공제계약	2,127,310,213		
[등록취소](주)연합상조	정 *  * 	광주 2013-제1호	20140708	2101110046790	402-81-64290	광주시 북구 서하로 223(오치동, 5층)	상 동	1566-0425	kni*****@nate.com	등록취소	20050309		실버형	240만원(24000*100회) 손주수의1호, 오동나무 독제품	골드형	300만원(30000*100회) 왕실 또는 황실수의, 오동나무1.5치 2단			705,126,202	136,646,653	841,772,855	688,608,917	0	688,608,917	153,163,938	300,000,000	123	100	82	100	593,292,000	50	상조보증공제조합	공제계약	296,646,000	상조보증공제조합	1600-1226
[직권말소](주)대한해외참전전우회상조회[구.상조119㈜,미래상조119(주),(주)다음상조라이프]	서 *  * 	대구-2017-제36호	20110308	1801110397249	605-81-51171	대구광역시 수성구 신천동로 414	상 동	070-4040-5594	mir********@naver.com	폐업	20020222	20190319	360상품	360만원(월3만원×120회) 수의(대마,국내제조), 관(오동나무, 국내제작), 리무진버스(200km제공)	540상품	540만원(월4.5만원×120회) 수의(대마, 국내제조), 관(오동나무,국내제작), 리무진버스(300km제공)	720상품	720만원(월6만원×120회) 수의(대마황실, 국내제조), 관(오동나무,국내제작), 리무진버스(400km제공)	230,950,597	24,650,000	255,600,597	376,784,955	0	376,784,955	-121,184,358	300,000,000		100	147	100	0	0	우리은행	예치계약	0	우리은행(범일동지점)	051-646-5031
[폐업](주)효진종합상조	한 *  * 	경기(2)-2011-01호	20110128	2811110119211	128-86-16589	경기도 고양시 덕양구 통일로 997-44	경기도 고양시 덕양구 통일로 997-44	1577-4460	dud*******@naver.com	폐업	20061110	20190124	240상품	240만원(2만원X120회)  수의(대마,중국산) 관(오동나무,중국산) 리무진,버스 중 택일(200km무료)	360상품	360만원(3만원X120회)  수의(대마,중국산) 관(오동나무,중국산) 리무진	480상품	480만원(4만원X120회)  수의(대마,중국산) 관(오동나무,중국산) 리무진	6,527,209	622,164,930	628,692,139	106,621,684	317,340,000	423,961,684	204,730,455	300,000,000	169	100	67	100	127,720,000	189	우리은행	예치계약	241,711,000	우리은행(원당지점)	031-964-0615
[폐업](주)아남상조	박 *  * 	경남2011-제13호	20110208	1942110078289	609-81-72028	경남 창원시 마산회원구3.15대로811 4층	경남 거제시 계룡로 180 2층(고현동)	1588-6566	pjb****@nate.com	폐업	20060306	20150302	288만원 상품	30,000원 x 96회 수의(세포+명주)중국산, 장의차(30만원 지원)	336만원 상품	35,000원 x 96회 수의(저마+견)중국산, 장의차(한국형리무진+버스40k)	384만원 상품	40,000원 x 96회 수의(대저마+견)중국산, 장의차(캐딜락,장의버스60k)	3,198,846,611	2,011,445,086	5,210,291,697	6,465,768,299	0	6,645,768,299	-1,435,476,602	300,000,000	75	100	128	100	5,274,949,400	50	한국상조공제조합	공제계약	2,637,474,700		
